sequence_id	orthogroup_id	species_id	topAnnotation_sseqid	topAnnotation_evalue	topAnnotation_bitscore	topAnnotation_staxids	topAnnotation_title	topTaxon_sseqid	topTaxon_evalue	topTaxon_bitscore	topTaxon_staxids	topTaxon_title
Porites_compressa_KBHIv1___TS.g38024.t1	OG0010411	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00030831	OG0010411	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00030832	OG0010411	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00030833	OG0010411	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_NAPFv3___00024759	OG0010411	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	CAC5379922_1	0.0000000852	67	42192	unnamed protein product [Mytilus coruscus]
Porites_lobata_NAPFv3___00025099	OG0010411	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	CAC5379922_1	0.0000000439	69.7	42192	unnamed protein product [Mytilus coruscus]
Porites_lobata_NAPFv3___00025100	OG0010411	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_REEFv1___2840	OG0010411	Porites_lobata_REEFv1	NA	NA	NA	NA	NA	CAC5379922_1	0.000000202	65.9	42192	unnamed protein product [Mytilus coruscus]
Porites_lutea_OIAUv1.1___m8.27441.m1	OG0010411	Porites_lutea_OIAUv1.1	NA	NA	NA	NA	NA	CAC5379922_1	0.000000301	65.5	42192	unnamed protein product [Mytilus coruscus]
Porites_lutea_OIAUv1.1___m8.27442.m1	OG0010411	Porites_lutea_OIAUv1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lutea_OIAUv1.1___m8.27443.m1	OG0010411	Porites_lutea_OIAUv1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_rus_NAIDv1___1041_t	OG0010411	Porites_rus_NAIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_rus_NAIDv1___6965_t	OG0010411	Porites_rus_NAIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_rus_NAIDv1___6966_t	OG0010411	Porites_rus_NAIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
