orthogroup_id	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0008698	Corallium_rubrum_MRFRv1___Contig_29192.p1	45351.EDO44031	2.2e-22	101.0	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Corallium_rubrum_MRFRv1___Contig_39790.p1	45351.EDO44031	1.92e-17	84.0	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Xenia_sp_CTEAv1___Xe_012221-T1	45351.EDO44031	1.07e-13	76.3	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_homomalla_PRUSv1___TR16400_c0_g1_i1.p1	45351.EDO44031	1.03e-20	96.7	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_homomalla_PRUSv1___TR16400_c0_g1_i2.p1	45351.EDO44031	1.03e-20	96.7	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_homomalla_PRUSv1___TR16400_c0_g1_i3.p1	45351.EDO44031	2.43e-17	83.6	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_kukenthali_PRUSv1___TR23821_c0_g1_i1.p1	45351.EDO44031	3.56e-20	95.1	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_kukenthali_PRUSv1___TR23821_c0_g1_i2.p1	45351.EDO44031	3.56e-20	95.1	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_kukenthali_PRUSv1___TR23821_c0_g1_i3.p1	45351.EDO44031	8.45e-17	82.0	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Plexaura_kukenthali_PRUSv1___TR23821_c0_g1_i4.p1	45351.EDO44031	8.45e-17	82.0	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
OG0008698	Paramuricea_clavata_CTESv1___003526P1	45351.EDO44031	1.11e-16	81.6	KOG3397@1|root,KOG3397@2759|Eukaryota,3A13R@33154|Opisthokonta,3BTBK@33208|Metazoa	33208|Metazoa	S	N-acetyltransferase 6	NAT6	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901681,GO:1905502	1.13.11.52	ko:K00463	ko00380,ko01100,ko05143,map00380,map01100,map05143	M00038	R00678,R02702,R02909,R03628	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	-
