orthogroup_id	seqid	source	type	start	end	score	strand	phase	attributes
OG0002542	Corallium_rubrum_MRFRv1___Contig_34075.p1	TMHMM	protein_match	24	43	.	+	.	date=07-06-2023;Target=Corallium_rubrum_MRFRv1___Contig_34075.p1 24 43;ID=match$208367_24_43;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Corallium_rubrum_MRFRv1___Contig_34075.p1	TMHMM	protein_match	241	263	.	+	.	date=07-06-2023;Target=Corallium_rubrum_MRFRv1___Contig_34075.p1 241 263;ID=match$208372_241_263;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Corallium_rubrum_MRFRv1___Contig_34075.p1	TMHMM	protein_match	175	197	.	+	.	date=07-06-2023;Target=Corallium_rubrum_MRFRv1___Contig_34075.p1 175 197;ID=match$208376_175_197;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Corallium_rubrum_MRFRv1___Contig_34075.p1	TMHMM	protein_match	212	234	.	+	.	date=07-06-2023;Target=Corallium_rubrum_MRFRv1___Contig_34075.p1 212 234;ID=match$208380_212_234;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Corallium_rubrum_MRFRv1___Contig_34075.p1	TMHMM	protein_match	268	290	.	+	.	date=07-06-2023;Target=Corallium_rubrum_MRFRv1___Contig_34075.p1 268 290;ID=match$208381_268_290;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	196	229	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 196 229;ID=match$205107_196_229;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	3	25	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 3 25;ID=match$205114_3_25;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	35	57	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 35 57;ID=match$205116_35_57;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	116	138	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 116 138;ID=match$205119_116_138;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	159	181	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 159 181;ID=match$205122_159_181;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Xenia_sp_CTEAv1___Xe_012810-T1	TMHMM	protein_match	64	86	.	+	.	date=28-11-2022;Target=Xenia_sp_CTEAv1___Xe_012810-T1 64 86;ID=match$205123_64_86;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	174	196	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 174 196;ID=match$163918_174_196;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	237	256	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 237 256;ID=match$163919_237_256;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	263	285	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 263 285;ID=match$163921_263_285;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	59	79	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 59 79;ID=match$163924_59_79;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	208	227	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 208 227;ID=match$163926_208_227;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	27	49	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 27 49;ID=match$163933_27_49;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1	TMHMM	protein_match	100	122	.	+	.	date=21-11-2022;Target=Plexaura_homomalla_PRUSv1___TR14568_c0_g1_i1.p1 100 122;ID=match$163935_100_122;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	169	191	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 169 191;ID=match$55124_169_191;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	21	40	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 21 40;ID=match$55125_21_40;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	89	111	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 89 111;ID=match$55126_89_111;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	462	484	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 462 484;ID=match$55131_462_484;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	121	140	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 121 140;ID=match$55135_121_140;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	237	259	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 237 259;ID=match$55141_237_259;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	55	77	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 55 77;ID=match$55145_55_77;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___015447P1	TMHMM	protein_match	206	225	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___015447P1 206 225;ID=match$55147_206_225;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	234	256	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 234 256;ID=match$59376_234_256;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	60	79	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 60 79;ID=match$59377_60_79;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	118	140	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 118 140;ID=match$59381_118_140;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	23	45	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 23 45;ID=match$59391_23_45;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	92	114	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 92 114;ID=match$59392_92_114;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___064833P1	TMHMM	protein_match	266	283	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___064833P1 266 283;ID=match$59396_266_283;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	174	196	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 174 196;ID=match$418224_174_196;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	60	79	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 60 79;ID=match$418226_60_79;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	236	255	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 236 255;ID=match$418234_236_255;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	23	45	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 23 45;ID=match$418240_23_45;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	100	122	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 100 122;ID=match$418241_100_122;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	262	284	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 262 284;ID=match$418244_262_284;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Paramuricea_clavata_CTESv1___061853P1	TMHMM	protein_match	208	226	.	+	.	date=26-11-2022;Target=Paramuricea_clavata_CTESv1___061853P1 208 226;ID=match$418246_208_226;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	263	285	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 263 285;ID=match$207657_263_285;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	118	140	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 118 140;ID=match$207658_118_140;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	174	196	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 174 196;ID=match$207661_174_196;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	27	49	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 27 49;ID=match$207663_27_49;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	91	113	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 91 113;ID=match$207665_91_113;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	234	256	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 234 256;ID=match$207668_234_256;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028405427.1	TMHMM	protein_match	59	78	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028405427.1 59 78;ID=match$207670_59_78;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	209	228	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 209 228;ID=match$266869_209_228;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	28	50	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 28 50;ID=match$266878_28_50;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	180	202	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 180 202;ID=match$266881_180_202;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	60	79	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 60 79;ID=match$266885_60_79;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	117	139	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 117 139;ID=match$266886_117_139;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Dendronephthya_gigantea_SJKRv1___XP_028399779.1	TMHMM	protein_match	248	270	.	+	.	date=15-06-2022;Target=Dendronephthya_gigantea_SJKRv1___XP_028399779.1 248 270;ID=match$266887_248_270;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	201	223	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 201 223;ID=match$227279_201_223;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	116	138	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 116 138;ID=match$227281_116_138;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	91	109	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 91 109;ID=match$227283_91_109;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	148	170	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 148 170;ID=match$227285_148_170;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	267	289	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 267 289;ID=match$227288_267_289;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	238	260	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 238 260;ID=match$227294_238_260;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	293	315	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 293 315;ID=match$227295_293_315;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Exaiptasia_diaphana_CC7v1___AIPGENE26147	TMHMM	protein_match	56	78	.	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE26147 56 78;ID=match$227296_56_78;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Anthopleura_elegantissima_REEFv1___63149	TMHMM	protein_match	142	164	.	+	.	date=22-06-2022;Target=Anthopleura_elegantissima_REEFv1___63149 142 164;ID=match$90558_142_164;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Anthopleura_elegantissima_REEFv1___63149	TMHMM	protein_match	107	129	.	+	.	date=22-06-2022;Target=Anthopleura_elegantissima_REEFv1___63149 107 129;ID=match$90560_107_129;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
OG0002542	Anthopleura_elegantissima_REEFv1___63149	TMHMM	protein_match	59	78	.	+	.	date=22-06-2022;Target=Anthopleura_elegantissima_REEFv1___63149 59 78;ID=match$90563_59_78;signature_desc=Region of a membrane-bound protein predicted to be embedded in the membrane.;Name=TMhelix;status=T
