orthogroup_id	seqid	source	type	start	end	score	strand	phase	attributes
OG0007517	Calvadosia_cruxmelitensis_CRGBv3.2___g1527.t1_7	SUPERFAMILY	protein_match	130	350	1.1E-5	+	.	date=23-11-2022;Target=Calvadosia_cruxmelitensis_CRGBv3.2___g1527.t1_7 130 350;Ontology_term="GO:0005515";ID=match$148_130_350;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Calvadosia_cruxmelitensis_NANAv1___HAHC01018075.1.p1	SUPERFAMILY	protein_match	51	353	1.02E-7	+	.	date=08-06-2023;Target=Calvadosia_cruxmelitensis_NANAv1___HAHC01018075.1.p1 51 353;ID=match$45920_51_353;Name=SSF69322;status=T
OG0007517	Cassiopea_xamachana_T1-Av2___g9336.t1	SUPERFAMILY	protein_match	84	350	1.5E-7	+	.	date=19-11-2022;Target=Cassiopea_xamachana_T1-Av2___g9336.t1 84 350;Ontology_term="GO:0005515";ID=match$147025_84_350;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Cassiopea_xamachana_T1-Av2___g9336.t1	Gene3D	protein_match	33	352	9.0E-6	+	.	date=19-11-2022;Target=Cassiopea_xamachana_T1-Av2___g9336.t1 33 352;Ontology_term="GO:0005515";ID=match$147026_33_352;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Aurelia_aurita_ALTOv1___scaffold378.g5.t1	SUPERFAMILY	protein_match	8	74	9.83E-5	+	.	date=23-11-2022;Target=Aurelia_aurita_ALTOv1___scaffold378.g5.t1 8 74;Ontology_term="GO:0005515";ID=match$101936_8_74;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01007113.1.p1	SUPERFAMILY	protein_match	103	354	8.61E-8	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01007113.1.p1 103 354;Ontology_term="GO:0005515";ID=match$191872_103_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01007113.1.p1	ProSitePatterns	protein_match	267	275	.	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01007113.1.p1 267 275;ID=match$191873_267_275;signature_desc=Alpha-2-macroglobulin family thiolester region signature.;Name=PS00477;status=T;Dbxref="InterPro:IPR019742"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01052421.1.p1	SUPERFAMILY	protein_match	103	354	8.61E-8	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01052421.1.p1 103 354;Ontology_term="GO:0005515";ID=match$191874_103_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01052421.1.p1	ProSitePatterns	protein_match	267	275	.	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01052421.1.p1 267 275;ID=match$191875_267_275;signature_desc=Alpha-2-macroglobulin family thiolester region signature.;Name=PS00477;status=T;Dbxref="InterPro:IPR019742"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01016219.1.p1	SUPERFAMILY	protein_match	103	354	8.61E-8	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01016219.1.p1 103 354;Ontology_term="GO:0005515";ID=match$191876_103_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01016219.1.p1	ProSitePatterns	protein_match	267	275	.	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01016219.1.p1 267 275;ID=match$191877_267_275;signature_desc=Alpha-2-macroglobulin family thiolester region signature.;Name=PS00477;status=T;Dbxref="InterPro:IPR019742"
OG0007517	Tripedalia_cystophora_Conant1897_1897v1___GGWE01057618.1.p2	ProSitePatterns	protein_match	87	95	.	+	.	date=09-06-2023;Target=Tripedalia_cystophora_Conant1897_1897v1___GGWE01057618.1.p2 87 95;ID=match$408706_87_95;signature_desc=Alpha-2-macroglobulin family thiolester region signature.;Name=PS00477;status=T;Dbxref="InterPro:IPR019742"
OG0007517	Morbakka_virulenta_ODJPv1___scaffold63.g31.t1	SUPERFAMILY	protein_match	81	304	9.89E-6	+	.	date=24-11-2022;Target=Morbakka_virulenta_ODJPv1___scaffold63.g31.t1 81 304;Ontology_term="GO:0005515";ID=match$115896_81_304;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Hydra_oligactis_GNCHv1___GHUC01009239.1.p1	SUPERFAMILY	protein_match	29	338	1.98E-9	+	.	date=08-06-2023;Target=Hydra_oligactis_GNCHv1___GHUC01009239.1.p1 29 338;Ontology_term="GO:0005515";ID=match$100062_29_338;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Hydra_vulgaris_MIJPv3___XP_047137157.1	Gene3D	protein_match	31	339	6.4E-7	+	.	date=15-06-2022;Target=Hydra_vulgaris_MIJPv3___XP_047137157.1 31 339;Ontology_term="GO:0005515";ID=match$177768_31_339;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Hydra_vulgaris_MIJPv3___XP_047137157.1	SUPERFAMILY	protein_match	29	338	2.29E-10	+	.	date=15-06-2022;Target=Hydra_vulgaris_MIJPv3___XP_047137157.1 29 338;Ontology_term="GO:0005515";ID=match$177769_29_338;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Hydra_viridissima_99AUv1___scaffold179.g12.t1	SUPERFAMILY	protein_match	83	338	7.79E-6	+	.	date=24-11-2022;Target=Hydra_viridissima_99AUv1___scaffold179.g12.t1 83 338;Ontology_term="GO:0005515";ID=match$59075_83_338;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Physalia_physalis_OKJPv1___GHBB01022346.1.p1	SUPERFAMILY	protein_match	22	346	6.71E-7	+	.	date=21-11-2022;Target=Physalia_physalis_OKJPv1___GHBB01022346.1.p1 22 346;Ontology_term="GO:0005515";ID=match$26510_22_346;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Physalia_physalis_OKJPv1___GHBB01022344.1.p1	SUPERFAMILY	protein_match	26	350	1.19E-6	+	.	date=21-11-2022;Target=Physalia_physalis_OKJPv1___GHBB01022344.1.p1 26 350;Ontology_term="GO:0005515";ID=match$133652_26_350;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Millepora_squarrosa_PRUSv1___GFGU01125124.1.p1	SUPERFAMILY	protein_match	119	346	3.92E-7	+	.	date=21-11-2022;Target=Millepora_squarrosa_PRUSv1___GFGU01125124.1.p1 119 346;Ontology_term="GO:0005515";ID=match$576502_119_346;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Millepora_sp_RR-2016_PRUSv1___GFGV01274209.1.p1	SUPERFAMILY	protein_match	28	208	5.04E-6	+	.	date=20-11-2022;Target=Millepora_sp_RR-2016_PRUSv1___GFGV01274209.1.p1 28 208;Ontology_term="GO:0005515";ID=match$43663_28_208;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Millepora_complanata_PRUSv1___GFGT01134182.1.p1	SUPERFAMILY	protein_match	111	346	8.06E-7	+	.	date=20-11-2022;Target=Millepora_complanata_PRUSv1___GFGT01134182.1.p1 111 346;Ontology_term="GO:0005515";ID=match$408128_111_346;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Millepora_alcicornis_PRUSv1___GFAS01195987.1.p1	SUPERFAMILY	protein_match	113	346	1.53E-6	+	.	date=19-11-2022;Target=Millepora_alcicornis_PRUSv1___GFAS01195987.1.p1 113 346;Ontology_term="GO:0005515";ID=match$469111_113_346;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Exaiptasia_diaphana_CC7v1___AIPGENE27844	SUPERFAMILY	protein_match	130	356	1.53E-5	+	.	date=15-06-2022;Target=Exaiptasia_diaphana_CC7v1___AIPGENE27844 130 356;Ontology_term="GO:0005515";ID=match$92516_130_356;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Nematostella_vectensis_RRUSv1___NVEC200_015281_1.1	SUPERFAMILY	protein_match	41	349	1.3E-5	+	.	date=15-06-2022;Target=Nematostella_vectensis_RRUSv1___NVEC200_015281_1.1 41 349;Ontology_term="GO:0005515";ID=match$123927_41_349;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Scolanthus_callimorphus_CRFRv1___10213.1	SUPERFAMILY	protein_match	94	330	8.43E-7	+	.	date=27-11-2022;Target=Scolanthus_callimorphus_CRFRv1___10213.1 94 330;Ontology_term="GO:0005515";ID=match$56161_94_330;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Seriatopora_hystrix_REEFv1___25288	Gene3D	protein_match	76	313	1.7E-6	+	.	date=23-06-2022;Target=Seriatopora_hystrix_REEFv1___25288 76 313;Ontology_term="GO:0005515";ID=match$34956_76_313;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Seriatopora_hystrix_REEFv1___25288	SUPERFAMILY	protein_match	67	297	1.65E-6	+	.	date=23-06-2022;Target=Seriatopora_hystrix_REEFv1___25288 67 297;Ontology_term="GO:0005515";ID=match$34957_67_297;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript16955_f4p0_1442_m.1084	Gene3D	protein_match	127	361	3.7E-5	+	.	date=01-12-2022;Target=Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript16955_f4p0_1442_m.1084 127 361;Ontology_term="GO:0005515";ID=match$6783_127_361;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Pocillopora_acuta_KBHIv2___RNAseq.g7223.t1	Gene3D	protein_match	127	360	3.8E-5	+	.	date=16-05-2022;Target=Pocillopora_acuta_KBHIv2___RNAseq.g7223.t1 127 360;Ontology_term="GO:0005515";ID=match$196588_127_360;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Pocillopora_meandrina_KBHIv1___RNAseq.g3482.t1	Gene3D	protein_match	127	360	2.1E-5	+	.	date=16-05-2022;Target=Pocillopora_meandrina_KBHIv1___RNAseq.g3482.t1 127 360;Ontology_term="GO:0005515";ID=match$123098_127_360;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Pocillopora_meandrina_KBHIv1___RNAseq.g3482.t1	SUPERFAMILY	protein_match	131	347	2.88E-5	+	.	date=16-05-2022;Target=Pocillopora_meandrina_KBHIv1___RNAseq.g3482.t1 131 347;Ontology_term="GO:0005515";ID=match$123100_131_347;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Pocillopora_cf_effusa_NAPFv3___00029595	Gene3D	protein_match	127	360	1.2E-5	+	.	date=06-06-2023;Target=Pocillopora_cf_effusa_NAPFv3___00029595 127 360;Ontology_term="GO:0005515";ID=match$209464_127_360;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Pocillopora_damicornis_SIPAv1___00019485-RA	Gene3D	protein_match	127	360	2.1E-5	+	.	date=18-08-2022;Target=Pocillopora_damicornis_SIPAv1___00019485-RA 127 360;Ontology_term="GO:0005515";ID=match$54436_127_360;Name=G3DSA:2.130.10.10;status=T;Dbxref="InterPro:IPR015943"
OG0007517	Pocillopora_damicornis_SIPAv1___00019485-RA	SUPERFAMILY	protein_match	131	347	2.29E-5	+	.	date=18-08-2022;Target=Pocillopora_damicornis_SIPAv1___00019485-RA 131 347;Ontology_term="GO:0005515";ID=match$54437_131_347;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Stylophora_pistillata_GAJOv1___6899	SUPERFAMILY	protein_match	104	351	2.6E-7	+	.	date=17-05-2022;Target=Stylophora_pistillata_GAJOv1___6899 104 351;Ontology_term="GO:0005515";ID=match$161913_104_351;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Pseudodiploria_strigosa_REEFv1___28171	SUPERFAMILY	protein_match	88	302	1.68E-6	+	.	date=23-06-2022;Target=Pseudodiploria_strigosa_REEFv1___28171 88 302;Ontology_term="GO:0005515";ID=match$83064_88_302;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Montastraea_cavernosa_REEFv1___28551	SUPERFAMILY	protein_match	136	355	8.86E-6	+	.	date=23-06-2022;Target=Montastraea_cavernosa_REEFv1___28551 136 355;Ontology_term="GO:0005515";ID=match$43667_136_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Goniastrea_aspera_REEFv1___m3.14702.m1	SUPERFAMILY	protein_match	134	345	3.05E-5	+	.	date=14-05-2022;Target=Goniastrea_aspera_REEFv1___m3.14702.m1 134 345;Ontology_term="GO:0005515";ID=match$283955_134_345;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Favia_sp_REEFv1___43967	SUPERFAMILY	protein_match	3	209	1.17E-5	+	.	date=22-06-2022;Target=Favia_sp_REEFv1___43967 3 209;Ontology_term="GO:0005515";ID=match$140772_3_209;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Dipsastraea_lizardensis_NAJPv1___GDZU01038502.1.p1	SUPERFAMILY	protein_match	11	221	3.83E-6	+	.	date=07-06-2023;Target=Dipsastraea_lizardensis_NAJPv1___GDZU01038502.1.p1 11 221;Ontology_term="GO:0005515";ID=match$121290_11_221;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Ctenactis_echinata_NAJPv1___GDZV01019914.1.p1	SUPERFAMILY	protein_match	5	208	1.67E-5	+	.	date=07-06-2023;Target=Ctenactis_echinata_NAJPv1___GDZV01019914.1.p1 5 208;Ontology_term="GO:0005515";ID=match$43234_5_208;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Fungia_scutaria_REEFv1___35000	SUPERFAMILY	protein_match	19	226	1.05E-5	+	.	date=22-06-2022;Target=Fungia_scutaria_REEFv1___35000 19 226;Ontology_term="GO:0005515";ID=match$120995_19_226;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Fungia_spp_REEFv1___m4.6250.m1	SUPERFAMILY	protein_match	137	357	3.46E-5	+	.	date=13-05-2022;Target=Fungia_spp_REEFv1___m4.6250.m1 137 357;Ontology_term="GO:0005515";ID=match$360792_137_357;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Pachyseris_speciosa_OIAUv0.12___0.1.m1.16205.m1	SUPERFAMILY	protein_match	81	357	5.49E-7	+	.	date=16-05-2022;Target=Pachyseris_speciosa_OIAUv0.12___0.1.m1.16205.m1 81 357;Ontology_term="GO:0005515";ID=match$451117_81_357;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Galaxea_fascicularis_REEFv1___m1.19253.m1	SUPERFAMILY	protein_match	81	353	7.94E-6	+	.	date=14-05-2022;Target=Galaxea_fascicularis_REEFv1___m1.19253.m1 81 353;Ontology_term="GO:0005515";ID=match$151488_81_353;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Astreopora_sp_REEFv1___28665	SUPERFAMILY	protein_match	43	291	1.07E-6	+	.	date=22-06-2022;Target=Astreopora_sp_REEFv1___28665 43 291;Ontology_term="GO:0005515";ID=match$153950_43_291;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_rus_NAIDv1___16425_t	Pfam	protein_match	49	90	5.2E-6	+	.	date=18-08-2022;Target=Porites_rus_NAIDv1___16425_t 49 90;ID=match$386548_49_90;signature_desc=Anenome neurotoxin;Name=PF00706;status=T
OG0007517	Porites_rus_NAIDv1___16425_t	Gene3D	protein_match	42	92	2.4E-7	+	.	date=18-08-2022;Target=Porites_rus_NAIDv1___16425_t 42 92;ID=match$386550_42_92;Name=G3DSA:2.20.20.10;status=T;Dbxref="InterPro:IPR023355"
OG0007517	Porites_rus_NAIDv1___16425_t	SUPERFAMILY	protein_match	49	93	5.36E-8	+	.	date=18-08-2022;Target=Porites_rus_NAIDv1___16425_t 49 93;ID=match$386554_49_93;Name=SSF57392;status=T
OG0007517	Porites_lobata_REEFv1___1207	SUPERFAMILY	protein_match	25	187	3.05E-6	+	.	date=23-06-2022;Target=Porites_lobata_REEFv1___1207 25 187;Ontology_term="GO:0005515";ID=match$125760_25_187;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_australiensis_SLJPv1___s0197.g15.t1	SUPERFAMILY	protein_match	81	355	9.16E-8	+	.	date=17-05-2022;Target=Porites_australiensis_SLJPv1___s0197.g15.t1 81 355;Ontology_term="GO:0005515";ID=match$106920_81_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_compressa_KBHIv1___TS.g14169.t1	SUPERFAMILY	protein_match	81	355	9.16E-8	+	.	date=17-05-2022;Target=Porites_compressa_KBHIv1___TS.g14169.t1 81 355;Ontology_term="GO:0005515";ID=match$119804_81_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_evermanni_NAPFv1___00024730	SUPERFAMILY	protein_match	81	355	2.9E-7	+	.	date=07-06-2023;Target=Porites_evermanni_NAPFv1___00024730 81 355;Ontology_term="GO:0005515";ID=match$317740_81_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_lobata_NAPFv3___00016922	SUPERFAMILY	protein_match	82	355	1.31E-7	+	.	date=07-06-2023;Target=Porites_lobata_NAPFv3___00016922 82 355;Ontology_term="GO:0005515";ID=match$305202_82_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_astreoides_BBBMv1___04325-RA	SUPERFAMILY	protein_match	80	308	9.68E-5	+	.	date=04-06-2022;Target=Porites_astreoides_BBBMv1___04325-RA 80 308;Ontology_term="GO:0005515";ID=match$5104_80_308;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Porites_lutea_OIAUv1.1___m8.29901.m1	SUPERFAMILY	protein_match	81	355	9.99E-7	+	.	date=17-10-2022;Target=Porites_lutea_OIAUv1.1___m8.29901.m1 81 355;Ontology_term="GO:0005515";ID=match$354603_81_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Montipora_capitata_WTHIv1.1___g20338.t1	SUPERFAMILY	protein_match	38	312	7.51E-6	+	.	date=15-05-2022;Target=Montipora_capitata_WTHIv1.1___g20338.t1 38 312;Ontology_term="GO:0005515";ID=match$172584_38_312;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Montipora_capitata_KBHIv3___TS.g36115.t1	SUPERFAMILY	protein_match	80	354	2.93E-5	+	.	date=15-05-2022;Target=Montipora_capitata_KBHIv3___TS.g36115.t1 80 354;Ontology_term="GO:0005515";ID=match$410416_80_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Montipora_cactus_SLJPv2___sc0000281.g0008.t1	SUPERFAMILY	protein_match	80	354	6.23E-6	+	.	date=14-05-2022;Target=Montipora_cactus_SLJPv2___sc0000281.g0008.t1 80 354;Ontology_term="GO:0005515";ID=match$26742_80_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Montipora_efflorescens_SLJPv2___sc0000233.g0028.t1	SUPERFAMILY	protein_match	80	354	7.14E-6	+	.	date=15-05-2022;Target=Montipora_efflorescens_SLJPv2___sc0000233.g0028.t1 80 354;Ontology_term="GO:0005515";ID=match$228648_80_354;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007517	Acropora_acuminata_SLJPv1___s0105.g60.t1	SUPERFAMILY	protein_match	82	355	7.1E-5	+	.	date=10-05-2022;Target=Acropora_acuminata_SLJPv1___s0105.g60.t1 82 355;Ontology_term="GO:0005515";ID=match$220194_82_355;Name=SSF50978;status=T;Dbxref="InterPro:IPR036322"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	SUPERFAMILY	protein_match	227	305	4.03E-5	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 227 305;ID=match$17593_227_305;Name=SSF46955;status=T;Dbxref="InterPro:IPR009061"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	SUPERFAMILY	protein_match	92	174	2.01E-7	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 92 174;ID=match$17594_92_174;Name=SSF46955;status=T;Dbxref="InterPro:IPR009061"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Pfam	protein_match	92	173	1.1E-6	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 92 173;ID=match$17595_92_173;signature_desc=SKI/SNO/DAC family;Name=PF02437;status=T;Dbxref="InterPro:IPR003380"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Pfam	protein_match	225	305	5.8E-7	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 225 305;ID=match$17595_225_305;signature_desc=SKI/SNO/DAC family;Name=PF02437;status=T;Dbxref="InterPro:IPR003380"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Gene3D	protein_match	222	309	2.3E-10	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 222 309;ID=match$17597_222_309;Name=G3DSA:3.10.260.20;status=T;Dbxref="InterPro:IPR037000"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Gene3D	protein_match	88	175	1.2E-9	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 88 175;ID=match$17597_88_175;Name=G3DSA:3.10.260.20;status=T;Dbxref="InterPro:IPR037000"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Gene3D	protein_match	490	591	4.7E-8	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 490 591;ID=match$17600_490_591;Name=G3DSA:3.10.260.20;status=T;Dbxref="InterPro:IPR037000"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	Gene3D	protein_match	380	465	2.5E-8	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 380 465;ID=match$17600_380_465;Name=G3DSA:3.10.260.20;status=T;Dbxref="InterPro:IPR037000"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1	CDD	protein_match	751	798	6.75414E-4	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01020747.1.p1 751 798;ID=match$17602_751_798;signature_desc=bZIP;Name=cd14686;status=T
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1	Pfam	protein_match	72	153	1.0E-6	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1 72 153;ID=match$131323_72_153;signature_desc=SKI/SNO/DAC family;Name=PF02437;status=T;Dbxref="InterPro:IPR003380"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1	Pfam	protein_match	205	285	5.6E-7	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1 205 285;ID=match$131323_205_285;signature_desc=SKI/SNO/DAC family;Name=PF02437;status=T;Dbxref="InterPro:IPR003380"
OG0007567	Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1	SUPERFAMILY	protein_match	207	285	3.85E-5	+	.	date=09-06-2023;Target=Polypodium_hydriforme_OKUSv1___GBGH01007270.1.p1 207 285;ID=match$131325_207_285;Name=SSF46955;status=T;Dbxref="InterPro:IPR009061"
